Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min,Is_RushHour,Delivery_Class
608,7.6,Foggy,Low,Morning,Bike,16,4.0,48.0,1,1
3716,3.7,Foggy,High,Evening,Bike,17,1.0,53.1,1,1
9123,15.97,Windy,Low,Afternoon,Bike,17,8.0,52.7,0,1
5389,6.23,Clear,Low,Evening,Scooter,17,1.0,37.0,1,0
5073,5.03,Snowy,Low,Evening,Scooter,17,3.0,44.3,1,1
9110,15.53,Clear,Low,Evening,Bike,26,10.0,64.0,1,1
11145,19.15,Clear,Low,Afternoon,Bike,18,30.0,60.6,0,1
812,16.86,Snowy,Medium,Afternoon,Car,13,4.0,88.0,0,2
3837,2.94,Clear,Low,Evening,Bike,11,0.0,28.7,1,0
337,17.18,Clear,Medium,Night,Scooter,13,1.0,62.0,0,1
7312,11.23,Clear,High,Afternoon,Scooter,34,6.0,70.8,0,2
8892,12.2,Clear,Medium,Morning,Bike,12,9.0,47.0,1,1
11333,19.44,Clear,Low,Evening,Scooter,16,24.0,64.2,1,1
5525,7.03,Rainy,Medium,Night,Bike,26,2.0,57.9,0,1
8546,15.65,Snowy,Low,Evening,Bike,19,9.0,68.1,1,1
10093,17.95,Clear,Medium,Evening,Bike,23,19.0,76.7,1,2
6093,9.74,Snowy,High,Afternoon,Scooter,28,3.0,67.8,0,1
11649,19.45,Clear,Low,Morning,Scooter,20,26.0,57.9,1,1
7702,10.76,Clear,High,Morning,Car,25,4.0,63.8,1,1
5174,4.16,Windy,Low,Evening,Car,19,3.0,34.7,1,0
5266,7.79,Clear,Low,Morning,Scooter,26,2.0,49.7,1,1
5876,7.94,Clear,Medium,Afternoon,Scooter,14,3.0,35.4,0,0
225,5.67,Clear,Low,Morning,Scooter,11,9.0,27.0,1,0
9445,15.66,Clear,High,Morning,Scooter,19,8.0,68.4,1,1
484,12.74,Clear,Low,Night,Scooter,18,0.0,67.0,0,1
6471,8.64,Windy,Medium,Morning,Scooter,10,4.0,39.6,1,0
3632,1.46,Snowy,Low,Morning,Bike,16,1.0,38.2,1,0
9761,13.04,Clear,Low,Morning,Car,19,8.0,52.0,1,1
11975,16.38,Rainy,Medium,Morning,Car,28,29.0,77.1,1,2
10833,19.01,Clear,High,Morning,Scooter,8,16.0,66.9,1,1
4395,7.68,Rainy,Medium,Afternoon,Car,11,1.0,39.5,0,0
11903,17.16,Foggy,High,Morning,Scooter,21,25.0,75.4,1,2
3912,0.72,Clear,High,Afternoon,Scooter,28,1.0,45.5,0,1
11271,16.76,Clear,Medium,Afternoon,Scooter,10,13.0,52.2,0,1
10118,18.16,Clear,Medium,Afternoon,Car,29,17.0,76.1,0,2
8882,13.65,Rainy,Medium,Morning,Car,20,6.0,63.8,1,1
9896,12.08,Rainy,High,Evening,Bike,20,6.0,72.4,1,2
583,10.11,Rainy,Unknown,Afternoon,Scooter,23,2.0,63.0,0,1
2751,2.12,Clear,Medium,Evening,Bike,10,1.0,34.2,1,0
11677,16.17,Rainy,Low,Evening,Bike,24,30.0,70.8,1,2
5459,4.27,Clear,Low,Morning,Bike,28,2.0,44.5,1,1
28,10.53,Foggy,High,Evening,Bike,25,8.0,72.0,1,2
831,4.88,Windy,Medium,Afternoon,Scooter,26,7.0,48.0,0,1
9380,14.31,Clear,Low,Afternoon,Bike,15,10.0,46.6,0,1
9076,12.27,Clear,Low,Morning,Car,11,10.0,34.4,1,0
10218,16.75,Rainy,Medium,Evening,Bike,10,21.0,65.4,1,1
9767,12.18,Foggy,Medium,Morning,Car,31,6.0,69.0,1,1
5987,7.41,Clear,Medium,Afternoon,Scooter,15,2.0,40.7,0,1
10524,16.92,Clear,Medium,Evening,Bike,17,18.0,70.2,1,2
5347,4.44,Foggy,High,Morning,Bike,16,2.0,47.7,1,1
6735,11.36,Windy,Low,Morning,Car,34,6.0,66.5,1,1
11933,18.08,Rainy,Medium,Afternoon,Bike,9,22.0,62.7,0,1
9323,15.72,Clear,High,Afternoon,Scooter,25,9.0,67.2,0,1
6646,8.11,Windy,High,Night,Car,14,5.0,50.6,0,1
6049,11.94,Clear,Low,Morning,Bike,29,6.0,66.8,1,1
2948,3.87,Snowy,High,Afternoon,Bike,19,1.0,60.3,0,1
7781,11.44,Windy,Medium,Afternoon,Car,15,3.0,49.1,0,1
7872,9.8,Clear,High,Morning,Scooter,13,3.0,47.2,1,1
23,6.2,Windy,High,Evening,Scooter,7,3.0,42.0,1,1
10230,17.87,Rainy,Low,Morning,Bike,9,19.0,60.5,1,1
3111,2.43,Clear,Medium,Morning,Car,8,0.0,27.8,1,0
4077,5.39,Windy,Low,Afternoon,Scooter,24,1.0,37.8,0,0
6043,11.9,Clear,Low,Afternoon,Scooter,10,3.0,41.2,0,1
8913,12.75,Rainy,Low,Afternoon,Scooter,12,7.0,45.2,0,1
4373,6.72,Clear,Medium,Evening,Bike,9,1.0,39.3,1,0
2941,2.76,Clear,Low,Afternoon,Scooter,21,1.0,27.5,0,0
9675,12.48,Clear,Low,Morning,Bike,14,6.0,45.5,1,1
6206,10.89,Foggy,Medium,Night,Bike,18,5.0,62.6,0,1
4133,7.6,Windy,Medium,Evening,Bike,21,2.0,55.7,1,1
7412,9.98,Foggy,Low,Night,Bike,15,5.0,49.0,0,1
5367,5.61,Rainy,Low,Night,Scooter,24,1.0,48.8,0,1
11645,16.5,Snowy,Medium,Afternoon,Bike,22,29.0,76.7,0,2
9772,12.12,Clear,Low,Morning,Bike,9,10.0,36.7,1,0
10139,19.09,Foggy,Low,Evening,Bike,21,16.0,68.5,1,1
6814,8.8,Windy,Medium,Morning,Bike,17,3.0,52.1,1,1
10077,17.6,Clear,Low,Afternoon,Scooter,20,10.0,57.3,0,1
6890,8.39,Windy,Low,Morning,Scooter,14,4.0,37.8,1,0
4932,5.18,Clear,Low,Afternoon,Car,13,2.0,23.1,0,0
2385,0.72,Clear,Low,Evening,Car,21,1.0,19.9,1,0
3695,2.04,Rainy,Medium,Evening,Car,11,0.0,30.2,1,0
2712,1.03,Rainy,Low,Evening,Bike,12,0.0,21.5,1,0
9190,12.5,Rainy,Medium,Evening,Scooter,22,10.0,63.7,1,1
2599,0.16,Windy,Medium,Afternoon,Scooter,12,0.0,17.7,0,0
7649,8.38,Clear,Low,Evening,Car,23,6.0,44.3,1,1
11637,16.99,Rainy,Low,Evening,Bike,26,30.0,67.0,1,1
8448,15.8,Clear,Medium,Afternoon,Scooter,14,9.0,46.1,0,1
428,17.81,Windy,High,Evening,Bike,21,4.0,89.0,1,2
7475,10.0,Rainy,Low,Night,Bike,17,4.0,51.0,0,1
9961,13.16,Clear,Low,Morning,Bike,28,7.0,66.2,1,1
9582,15.65,Snowy,High,Evening,Bike,10,9.0,72.7,1,2
4545,7.34,Rainy,Low,Morning,Scooter,15,1.0,44.0,1,1
5223,6.24,Foggy,Low,Morning,Bike,19,3.0,45.2,1,1
7865,11.16,Rainy,Low,Evening,Bike,18,5.0,57.9,1,1
7642,10.63,Foggy,Low,Evening,Car,20,3.0,53.9,1,1
7586,10.35,Windy,Low,Night,Car,11,3.0,36.2,0,0
3427,1.53,Clear,High,Morning,Car,12,0.0,30.1,1,0
9274,15.9,Clear,Low,Morning,Scooter,22,9.0,58.5,1,1
2927,0.61,Clear,Low,Evening,Car,8,1.0,10.0,1,0
7636,11.78,Rainy,High,Afternoon,Scooter,17,6.0,61.8,0,1
5433,4.63,Windy,Medium,Night,Scooter,17,2.0,37.2,0,0
8553,13.55,Snowy,Low,Night,Bike,29,8.0,68.3,0,1
5068,7.54,Clear,High,Morning,Bike,29,2.0,64.8,1,1
10207,18.23,Clear,High,Afternoon,Bike,16,23.0,67.7,0,1
6438,9.08,Clear,Low,Morning,Bike,26,4.0,56.6,1,1
3088,3.78,Foggy,Low,Morning,Scooter,23,1.0,44.4,1,1
10531,19.59,Rainy,High,Afternoon,Bike,14,20.0,74.9,0,2
7026,10.19,Rainy,Low,Evening,Car,11,3.0,42.6,1,1
3624,2.27,Clear,Low,Night,Bike,21,1.0,26.9,0,0
4613,4.14,Rainy,Medium,Evening,Bike,16,1.0,49.0,1,1
3878,2.44,Clear,Medium,Morning,Car,9,1.0,19.8,1,0
11103,17.72,Clear,Low,Afternoon,Scooter,17,29.0,55.3,0,1
7181,10.21,Rainy,Low,Evening,Bike,7,4.0,43.7,1,1
8896,15.2,Clear,Low,Afternoon,Bike,33,8.0,70.7,0,2
11028,19.5,Snowy,Medium,Evening,Bike,16,20.0,76.2,1,2
3421,3.62,Foggy,Low,Night,Bike,22,0.0,38.4,0,0
10329,18.01,Snowy,Medium,Night,Bike,11,27.0,68.6,0,1
11275,16.39,Rainy,Medium,Morning,Scooter,20,23.0,67.1,1,1
5774,7.13,Snowy,Low,Morning,Scooter,21,1.0,52.5,1,1
7634,8.75,Clear,High,Afternoon,Car,25,6.0,52.6,0,1
276,10.28,Clear,Medium,Evening,Scooter,29,3.0,71.0,1,2
8930,13.0,Windy,Medium,Night,Car,20,8.0,55.4,0,1
8708,14.68,Rainy,Low,Evening,Bike,13,8.0,55.0,1,1
8857,13.05,Clear,Medium,Morning,Scooter,19,10.0,50.0,1,1
5759,6.39,Windy,Medium,Morning,Bike,15,1.0,46.6,1,1
9098,14.56,Clear,Low,Evening,Scooter,23,7.0,60.5,1,1
11006,17.5,Foggy,Low,Afternoon,Bike,25,30.0,71.2,0,2
10444,17.24,Clear,Low,Afternoon,Bike,13,29.0,46.4,0,1
7320,9.57,Clear,Medium,Morning,Bike,13,5.0,41.3,1,1
8463,13.94,Foggy,Medium,Morning,Bike,26,7.0,75.2,1,2
5163,5.74,Clear,High,Evening,Bike,21,2.0,59.5,1,1
5203,4.15,Windy,Low,Morning,Bike,28,3.0,45.7,1,1
2730,3.14,Rainy,High,Evening,Bike,26,1.0,59.0,1,1
4049,5.99,Clear,Low,Afternoon,Bike,22,2.0,35.9,0,0
7742,11.63,Rainy,Low,Morning,Scooter,15,6.0,47.0,1,1
4614,4.77,Foggy,Low,Afternoon,Bike,17,1.0,41.6,0,1
3453,3.6,Snowy,Medium,Evening,Scooter,11,1.0,44.2,1,1
10671,19.71,Clear,High,Morning,Bike,21,26.0,70.1,1,2
691,6.81,Clear,Medium,Evening,Bike,23,2.0,47.0,1,1
5670,7.01,Rainy,Low,Morning,Scooter,15,1.0,40.3,1,1
2144,1.99,Rainy,Medium,Afternoon,Car,16,1.0,30.6,0,0
4610,5.41,Clear,High,Morning,Bike,18,2.0,47.4,1,1
10457,20.0,Windy,Low,Afternoon,Bike,28,23.0,75.0,0,2
9431,14.68,Snowy,Medium,Evening,Car,23,8.0,74.8,1,2
6775,11.25,Clear,High,Afternoon,Car,15,4.0,49.4,0,1
11589,16.11,Foggy,Medium,Evening,Scooter,14,13.0,62.7,1,1
9497,13.84,Clear,High,Morning,Bike,25,6.0,72.5,1,2
10088,19.15,Clear,High,Evening,Bike,22,22.0,78.9,1,2
4397,5.47,Clear,Medium,Afternoon,Scooter,12,2.0,30.1,0,0
10515,18.96,Clear,Medium,Evening,Bike,9,13.0,58.8,1,1
9854,14.1,Clear,Medium,Morning,Scooter,6,6.0,43.6,1,1
3082,3.59,Windy,Low,Afternoon,Scooter,25,1.0,36.2,0,0
9437,12.96,Clear,Low,Morning,Bike,12,7.0,42.8,1,1
4396,5.3,Windy,Medium,Morning,Scooter,29,3.0,45.8,1,1
11549,19.42,Rainy,Low,Morning,Bike,31,24.0,81.1,1,2
2748,2.44,Clear,High,Morning,Car,14,1.0,36.3,1,0
11898,19.06,Foggy,Low,Afternoon,Car,20,21.0,61.2,0,1
7842,11.71,Clear,Low,Afternoon,Scooter,18,3.0,46.1,0,1
4603,5.07,Clear,High,Evening,Scooter,33,1.0,63.5,1,1
4151,6.4,Rainy,Medium,Afternoon,Scooter,22,3.0,52.6,0,1
10153,16.74,Rainy,Medium,Night,Scooter,26,12.0,72.6,0,2
4647,7.77,Foggy,Medium,Afternoon,Bike,13,1.0,48.0,0,1
2793,3.82,Clear,Low,Afternoon,Scooter,18,1.0,28.0,0,0
3777,3.08,Foggy,Medium,Morning,Bike,12,1.0,34.9,1,0
4090,7.84,Clear,Low,Afternoon,Bike,14,3.0,38.0,0,0
8762,15.89,Rainy,Low,Night,Bike,7,9.0,50.9,0,1
5988,4.21,Clear,High,Morning,Bike,12,3.0,42.7,1,1
8991,12.73,Clear,Low,Evening,Scooter,31,7.0,58.7,1,1
2898,0.57,Clear,Low,Evening,Bike,26,0.0,37.7,1,0
7720,8.66,Clear,Low,Afternoon,Bike,8,4.0,26.5,0,0
11839,17.5,Snowy,Low,Afternoon,Scooter,29,23.0,78.5,0,2
8631,15.62,Rainy,Medium,Morning,Car,17,7.0,63.2,1,1
7415,11.95,Foggy,Medium,Afternoon,Bike,22,5.0,59.9,0,1
2421,1.24,Rainy,Medium,Evening,Bike,26,1.0,50.8,1,1
2866,0.38,Windy,Medium,Morning,Bike,14,0.0,35.0,1,0
2675,0.38,Rainy,High,Evening,Bike,10,0.0,34.5,1,0
3591,3.62,Clear,Low,Evening,Car,17,1.0,24.9,1,0
3482,0.28,Clear,Low,Afternoon,Bike,24,1.0,27.9,0,0
3351,1.41,Foggy,Medium,Morning,Car,17,1.0,34.2,1,0
2956,0.54,Snowy,High,Afternoon,Bike,26,1.0,53.5,0,1
5194,5.81,Foggy,Medium,Evening,Bike,28,2.0,62.4,1,1
7774,9.95,Rainy,Medium,Morning,Car,12,5.0,50.7,1,1
9616,15.09,Snowy,Low,Morning,Bike,6,6.0,60.2,1,1
8742,14.79,Clear,Low,Afternoon,Bike,13,7.0,48.1,0,1
6203,10.74,Clear,High,Evening,Bike,29,4.0,75.8,1,2
9548,15.15,Clear,Low,Morning,Car,15,7.0,43.8,1,1
4756,6.94,Foggy,High,Evening,Car,18,3.0,53.6,1,1
5171,5.74,Windy,High,Evening,Car,9,3.0,37.9,1,0
6929,9.63,Foggy,Low,Morning,Bike,8,5.0,37.5,1,0
7112,8.75,Rainy,Medium,Evening,Bike,18,3.0,55.1,1,1
3856,1.88,Windy,Medium,Afternoon,Bike,24,0.0,39.0,0,0
6433,10.48,Snowy,High,Evening,Bike,27,3.0,83.5,1,2
3961,2.89,Rainy,Low,Morning,Car,24,0.0,40.1,1,1
6133,9.93,Clear,High,Afternoon,Bike,27,3.0,64.8,0,1
6859,8.4,Clear,Medium,Evening,Bike,34,3.0,66.3,1,1
6416,10.57,Foggy,Low,Evening,Scooter,12,5.0,43.5,1,1
8284,14.13,Clear,Low,Afternoon,Bike,13,10.0,44.9,0,1
3534,2.76,Foggy,Low,Evening,Scooter,12,1.0,25.2,1,0
11249,18.2,Rainy,Low,Afternoon,Car,17,20.0,56.3,0,1
2789,1.32,Foggy,Medium,Night,Car,27,1.0,39.0,0,0
510,14.65,Snowy,High,Morning,Car,19,3.0,89.0,1,2
232,10.3,Clear,Low,Evening,Scooter,19,8.0,48.0,1,1
7575,9.17,Clear,Low,Evening,Scooter,31,4.0,54.4,1,1
3449,2.81,Rainy,Low,Afternoon,Bike,14,0.0,30.4,0,0
4145,7.82,Clear,Medium,Afternoon,Scooter,15,3.0,37.7,0,0
9138,12.14,Clear,Medium,Morning,Car,24,6.0,57.9,1,1
7248,9.75,Clear,Medium,Afternoon,Car,25,5.0,46.1,0,1
2704,0.35,Snowy,Low,Evening,Bike,22,1.0,42.9,1,1
8485,12.74,Windy,High,Morning,Car,11,9.0,50.9,1,1
4863,5.38,Clear,Medium,Afternoon,Scooter,20,3.0,38.1,0,0
24,7.64,Windy,Low,Afternoon,Car,10,8.0,31.0,0,0
6306,11.85,Clear,Low,Morning,Scooter,27,6.0,58.5,1,1
3804,1.55,Rainy,Low,Morning,Bike,20,1.0,39.2,1,0
11519,17.87,Clear,High,Morning,Bike,25,21.0,75.5,1,2
10123,19.19,Foggy,Low,Morning,Scooter,17,19.0,61.1,1,1
10488,16.56,Clear,Medium,Afternoon,Bike,16,14.0,59.0,0,1
9247,14.88,Snowy,Medium,Morning,Bike,29,9.0,78.5,1,2
11195,17.8,Rainy,High,Afternoon,Bike,13,26.0,71.1,0,2
823,7.0,Rainy,Medium,Evening,Bike,17,9.0,49.0,1,1
3219,0.5,Rainy,Low,Afternoon,Car,13,1.0,16.6,0,0
9527,13.31,Foggy,High,Evening,Scooter,10,8.0,58.3,1,1
5708,5.89,Rainy,Low,Morning,Bike,27,1.0,54.2,1,1
2527,2.79,Windy,High,Afternoon,Scooter,26,0.0,45.2,0,1
9128,12.31,Clear,Low,Morning,Car,21,9.0,48.7,1,1
2095,3.53,Clear,High,Morning,Bike,16,1.0,49.0,1,1
3229,3.23,Windy,Low,Morning,Bike,16,0.0,35.9,1,0
9923,12.68,Snowy,High,Afternoon,Scooter,16,8.0,62.5,0,1
10164,17.9,Clear,Low,Night,Car,19,24.0,50.0,0,1
10474,18.88,Clear,Low,Morning,Bike,13,17.0,56.9,1,1
6147,8.48,Clear,Medium,Morning,Scooter,16,6.0,46.0,1,1
8520,15.33,Clear,Low,Evening,Scooter,13,9.0,51.3,1,1
3314,3.83,Clear,Medium,Morning,Scooter,14,1.0,33.1,1,0
3997,2.45,Clear,Medium,Evening,Car,19,0.0,33.5,1,0
6124,8.37,Clear,Low,Night,Bike,21,6.0,40.3,0,1
4171,7.14,Clear,Low,Night,Scooter,17,2.0,31.7,0,0
3600,0.14,Clear,Medium,Afternoon,Car,22,1.0,29.0,0,0
7379,11.36,Clear,Medium,Evening,Bike,26,4.0,63.4,1,1
5096,4.45,Clear,Low,Afternoon,Bike,16,3.0,31.8,0,0
175,13.08,Rainy,Low,Morning,Car,16,4.0,58.0,1,1
10175,16.23,Clear,Medium,Morning,Scooter,17,20.0,63.0,1,1
4084,4.55,Clear,Low,Morning,Car,26,1.0,35.9,1,0
6188,10.93,Clear,Low,Afternoon,Bike,27,3.0,54.0,0,1
5576,4.92,Clear,High,Afternoon,Car,29,1.0,54.4,0,1
10315,19.88,Clear,Medium,Night,Scooter,27,14.0,75.3,0,2
9940,13.86,Rainy,Low,Evening,Bike,26,8.0,67.1,1,1
9726,15.78,Clear,Low,Evening,Scooter,18,10.0,50.6,1,1
314,19.27,Foggy,Medium,Morning,Car,29,9.0,85.0,1,2
8404,13.29,Rainy,Low,Evening,Bike,21,6.0,60.6,1,1
6106,10.96,Clear,Medium,Evening,Car,24,4.0,55.5,1,1
7100,9.75,Snowy,Medium,Afternoon,Scooter,28,4.0,65.3,0,1
6579,9.01,Rainy,Medium,Morning,Bike,20,6.0,53.2,1,1
2398,2.06,Clear,Medium,Night,Bike,10,1.0,20.1,0,0
888,5.14,Clear,Medium,Evening,Scooter,23,7.0,43.0,1,1
11713,16.27,Snowy,Low,Afternoon,Bike,13,28.0,59.7,0,1
11288,18.77,Rainy,Low,Afternoon,Scooter,22,13.0,64.0,0,1
3244,3.44,Clear,Low,Evening,Bike,27,1.0,42.7,1,1
9997,15.09,Clear,Low,Morning,Bike,17,9.0,53.3,1,1
4066,7.4,Windy,Low,Evening,Bike,18,3.0,44.5,1,1
9661,14.7,Clear,Medium,Afternoon,Bike,16,6.0,53.1,0,1
238,0.97,Clear,Low,Night,Scooter,24,8.0,26.0,0,0
9389,15.3,Clear,Low,Night,Bike,17,7.0,55.1,0,1
10550,19.46,Rainy,Low,Night,Bike,19,15.0,68.8,0,1
4893,5.11,Rainy,Medium,Evening,Bike,14,3.0,42.9,1,1
3606,2.23,Clear,Medium,Afternoon,Scooter,20,1.0,31.1,0,0
6538,9.62,Snowy,High,Evening,Car,15,4.0,58.4,1,1
10085,18.6,Clear,High,Night,Scooter,15,27.0,59.1,0,1
2705,2.7,Clear,Medium,Afternoon,Bike,10,1.0,27.7,0,0
308,6.8,Foggy,Medium,Morning,Scooter,13,7.0,46.0,1,1
11674,19.14,Rainy,Medium,Afternoon,Scooter,15,30.0,67.4,0,1
4043,5.97,Rainy,High,Morning,Car,27,2.0,64.1,1,1
4976,7.21,Snowy,Medium,Afternoon,Bike,23,2.0,63.3,0,1
8262,12.26,Clear,High,Afternoon,Bike,16,9.0,55.5,0,1
9269,13.24,Windy,Low,Night,Car,23,9.0,49.8,0,1
6707,9.62,Clear,Medium,Morning,Bike,6,5.0,47.7,1,1
3502,2.71,Windy,Low,Evening,Car,11,1.0,26.4,1,0
8780,12.17,Foggy,Medium,Morning,Bike,24,9.0,59.5,1,1
11481,16.82,Windy,Low,Morning,Car,26,14.0,59.9,1,1
9765,14.2,Rainy,Medium,Afternoon,Bike,26,9.0,71.9,0,2
2883,0.15,Windy,Low,Afternoon,Bike,15,1.0,24.6,0,0
3451,1.09,Foggy,High,Morning,Scooter,9,0.0,32.8,1,0
11807,18.95,Rainy,Medium,Morning,Bike,21,30.0,79.3,1,2
6501,9.48,Clear,Medium,Afternoon,Scooter,32,3.0,58.1,0,1
251,6.24,Snowy,Low,Afternoon,Bike,20,4.0,51.0,0,1
5274,7.65,Foggy,Medium,Afternoon,Bike,24,2.0,62.3,0,1
10371,18.02,Clear,Low,Afternoon,Bike,22,30.0,64.2,0,1
4418,7.42,Rainy,Medium,Morning,Scooter,19,2.0,48.1,1,1
5481,7.53,Clear,Medium,Morning,Bike,15,1.0,46.5,1,1
9167,13.26,Foggy,Medium,Evening,Scooter,20,10.0,53.2,1,1
10817,18.2,Snowy,Low,Morning,Scooter,9,20.0,57.3,1,1
7238,10.21,Clear,Low,Morning,Car,7,5.0,32.4,1,0
3218,1.29,Rainy,Medium,Afternoon,Scooter,30,0.0,51.0,0,1
4551,5.77,Rainy,Low,Afternoon,Scooter,19,1.0,46.1,0,1
5571,4.14,Foggy,Medium,Night,Car,5,2.0,20.5,0,0
9412,15.01,Foggy,High,Morning,Bike,25,6.0,85.7,1,2
3712,2.26,Clear,Medium,Afternoon,Bike,24,1.0,39.3,0,0
6018,8.48,Clear,Medium,Morning,Bike,17,6.0,49.1,1,1
2092,1.01,Foggy,Medium,Afternoon,Scooter,17,0.0,33.3,0,0
11229,18.95,Foggy,Low,Afternoon,Bike,12,28.0,59.5,0,1
4124,7.68,Clear,High,Morning,Car,9,3.0,36.2,1,0
10014,17.06,Clear,Medium,Evening,Scooter,19,11.0,61.8,1,1
894,8.25,Clear,Medium,Afternoon,Bike,7,9.0,28.0,0,0
2938,1.6,Clear,Low,Night,Bike,13,1.0,20.2,0,0
265,17.61,Clear,Medium,Evening,Scooter,21,9.0,79.0,1,2
10583,17.71,Rainy,Medium,Morning,Bike,9,12.0,66.4,1,1
3888,2.79,Clear,Medium,Afternoon,Scooter,10,1.0,25.6,0,0
12000,19.75,Clear,Medium,Morning,Scooter,9,22.0,58.5,1,1
551,10.64,Windy,Low,Evening,Car,11,9.0,36.0,1,0
5681,5.31,Foggy,Medium,Night,Car,18,2.0,40.1,0,1
8144,14.35,Rainy,High,Evening,Scooter,24,10.0,74.0,1,2
6275,9.93,Clear,Low,Evening,Bike,12,5.0,40.9,1,1
4877,7.15,Clear,High,Morning,Scooter,13,3.0,51.8,1,1
10905,18.65,Windy,Medium,Afternoon,Scooter,12,24.0,57.2,0,1
26,15.81,Clear,Low,Unknown,Car,25,1.0,89.0,0,2
7676,9.91,Windy,Medium,Evening,Bike,24,6.0,60.2,1,1
10047,16.96,Foggy,Medium,Afternoon,Bike,20,18.0,66.3,0,1
3307,2.83,Rainy,Medium,Afternoon,Scooter,29,0.0,54.5,0,1
925,8.79,Snowy,Low,Night,Bike,14,6.0,43.0,0,1
2043,2.02,Foggy,Low,Night,Bike,16,1.0,28.6,0,0
9227,15.98,Clear,Low,Morning,Bike,24,9.0,63.5,1,1
3272,2.43,Clear,Medium,Night,Scooter,11,0.0,24.0,0,0
9589,14.48,Rainy,Low,Evening,Car,24,8.0,62.8,1,1
2514,0.21,Clear,Low,Morning,Car,16,0.0,20.0,1,0
6955,10.04,Clear,Low,Evening,Bike,10,3.0,36.1,1,0
4185,6.42,Rainy,Low,Night,Bike,23,2.0,51.7,0,1
5381,4.5,Clear,Medium,Afternoon,Bike,15,2.0,37.6,0,0
4992,6.3,Snowy,Low,Morning,Bike,11,3.0,40.3,1,1
10623,18.69,Clear,Medium,Evening,Bike,17,29.0,66.2,1,1
9793,14.41,Clear,Medium,Morning,Bike,11,9.0,51.1,1,1
7290,9.03,Rainy,Low,Afternoon,Bike,12,6.0,44.0,0,1
11545,18.64,Rainy,Medium,Night,Bike,10,29.0,65.2,0,1
10800,18.16,Clear,Medium,Night,Bike,10,17.0,57.6,0,1
9066,12.62,Snowy,Medium,Evening,Car,23,9.0,62.8,1,1
9046,12.24,Windy,High,Evening,Bike,19,9.0,67.7,1,1
5588,7.73,Clear,Low,Evening,Scooter,22,2.0,40.0,1,0
3308,0.33,Rainy,High,Morning,Bike,11,0.0,38.4,1,0
7981,11.86,Rainy,Medium,Afternoon,Scooter,10,5.0,45.5,0,1
10796,19.03,Rainy,High,Morning,Scooter,20,30.0,84.7,1,2
5906,5.58,Rainy,High,Morning,Scooter,27,2.0,64.7,1,1
126,8.83,Unknown,Medium,Evening,Scooter,12,3.0,89.0,1,2
7167,9.07,Clear,Medium,Afternoon,Scooter,13,5.0,37.9,0,0
10924,18.63,Clear,Medium,Morning,Scooter,22,12.0,71.3,1,2
4025,4.71,Clear,Low,Afternoon,Bike,23,3.0,34.4,0,0
7941,9.16,Rainy,Low,Afternoon,Scooter,23,4.0,45.1,0,1
5846,4.51,Rainy,Medium,Evening,Scooter,33,3.0,62.6,1,1
8215,14.43,Clear,Low,Evening,Scooter,23,10.0,54.4,1,1
9691,14.09,Clear,Medium,Morning,Bike,14,10.0,56.1,1,1
4760,5.31,Rainy,Low,Evening,Car,18,2.0,35.4,1,0
7647,10.91,Rainy,Low,Afternoon,Bike,21,5.0,51.0,0,1
11630,19.13,Rainy,Low,Afternoon,Scooter,30,29.0,79.7,0,2
9339,14.21,Clear,Low,Evening,Scooter,18,8.0,53.1,1,1
10538,18.17,Windy,High,Night,Car,16,27.0,68.0,0,1
2078,2.06,Rainy,Medium,Afternoon,Car,21,0.0,36.7,0,0
2008,2.36,Foggy,High,Evening,Scooter,31,0.0,64.8,1,1
5984,4.98,Clear,Low,Night,Car,18,3.0,26.4,0,0
4264,7.03,Clear,Medium,Afternoon,Scooter,16,3.0,43.5,0,1
3439,0.48,Windy,Low,Morning,Scooter,12,0.0,24.1,1,0
5137,7.55,Snowy,Medium,Afternoon,Bike,29,3.0,60.6,0,1
10504,17.47,Rainy,Medium,Afternoon,Car,11,25.0,55.3,0,1
9363,13.51,Snowy,Medium,Night,Scooter,27,7.0,69.9,0,1
10611,18.95,Clear,Low,Morning,Scooter,19,20.0,63.0,1,1
610,13.96,Rainy,Low,Night,Bike,5,1.0,42.0,0,1
2565,1.63,Rainy,Low,Afternoon,Bike,15,1.0,33.5,0,0
11610,17.41,Clear,Medium,Morning,Bike,22,21.0,69.8,1,1
4194,7.04,Clear,Medium,Morning,Bike,24,3.0,53.9,1,1
2995,0.82,Windy,High,Evening,Bike,16,0.0,43.9,1,1
4179,7.84,Clear,Medium,Morning,Bike,22,3.0,55.6,1,1
5089,5.84,Rainy,High,Afternoon,Car,16,2.0,50.3,0,1
11681,18.25,Rainy,Medium,Morning,Car,18,22.0,69.0,1,1
7213,8.43,Windy,Low,Evening,Scooter,26,6.0,50.7,1,1
5865,7.04,Windy,Medium,Night,Scooter,30,2.0,57.8,0,1
4212,5.35,Clear,Medium,Afternoon,Car,32,2.0,45.8,0,1
10116,16.14,Windy,Medium,Morning,Bike,21,21.0,68.9,1,1
4121,5.63,Clear,Medium,Evening,Bike,15,1.0,45.9,1,1
11847,18.89,Snowy,High,Evening,Car,26,29.0,86.4,1,2
7799,11.13,Rainy,Medium,Morning,Bike,25,6.0,68.2,1,1
